Country_Code,Year,n_films,worldwide_usd_sum,domestic_usd_sum,domestic_share,Country_Name.x,Indicator.Name,Indicator.Code,gdp_usd,Country_Name.y,Population,Male.Population,Female.Population,Annual.Growth.Rate,Rate.of.Natural.Increase,Population.Density,Natural.Increase,Total.Fertility.Rate,Crude.Birth.Rate,Life.Expectancy.at.Birth..Both.Sexes,Infant.Mortality.Rate..Both.Sexes,Crude.Death.Rate,Net.Migration.Rate,gdp_per_capita,box_per_capita,box_gdp_ratio,log_gdp,log_pop,log_box_sum,log_gdp_pc,box_class
HKG,2018,12,1903872057,179911314,0.09449758629447651,"Hong Kong SAR, China",GDP (current US$),NY.GDP.MKTP.CD,361731000000,Hong Kong,7211916,3350592,3861324,0.28,0.12000000000000001,6721.3,8471,1.2,8.8,83.1,2.7,7.6,1.7,50157.40615947274,263.9897715114818,0.005263226145948232,11.558385728977361,6.858050659682514,9.27963775980167,4.700335069294847,High
HKG,2019,16,1934667653,146280241,0.07561001021191933,"Hong Kong SAR, China",GDP (current US$),NY.GDP.MKTP.CD,363075000000,Hong Kong,7231217,3356254,3874963,0.25,0.09,6739.3,6130,1.2,8.6,83.2,2.6,7.7,1.7,50209.39075677026,267.5438523003804,0.005328562013358121,11.55999634603259,6.8592113943769855,9.286606370458346,4.700784951655604,High
HKG,2020,5,401793979,793525,0.0019749549308204044,"Hong Kong SAR, China",GDP (current US$),NY.GDP.MKTP.CD,344943000000,Hong Kong,7248206,3360525,3887681,0.22,0.05,6755.1,3846,1.21,8.4,83.2,2.6,7.9,1.7,47590.120920956164,55.43357611524838,0.0011648126762972433,11.537747336143841,6.86023052785197,8.604003424431474,4.677516808291871,High
HKG,2021,9,1665187647,14761729,0.008864904220611241,"Hong Kong SAR, China",GDP (current US$),NY.GDP.MKTP.CD,368954000000,Hong Kong,7263234,3363691,3899543,0.2,0.03,6769.1,2207,1.22,8.2,83.4,2.6,7.9,1.7,50797.48222348337,229.26256361835513,0.004513266279807239,11.566972223092709,6.8611300360754415,9.221463180463818,4.705842187017266,High
HKG,2022,5,742347828,33748409,0.04546171986644514,"Hong Kong SAR, China",GDP (current US$),NY.GDP.MKTP.CD,358680000000,Hong Kong,7276588,3366004,3910584,0.17,0.01,6781.5,498,1.22,8,83.6,2.6,8,1.7,49292.333164939395,102.01866973916896,0.002069666075610572,11.554707161086906,6.861927785888618,8.870607442187247,4.692779375198287,High
HKG,2023,3,721662251,128950,1.7868469609060928e-4,"Hong Kong SAR, China",GDP (current US$),NY.GDP.MKTP.CD,381066000000,Hong Kong,7288167,3367405,3920762,0.15000000000000002,-0.02,6792.3,-1340,1.23,7.9,83.8,2.5,8,1.7,52285.574685651416,99.01834727442441,0.0018937985834474869,11.58100020127518,6.862618315439631,8.858333988641037,4.718381885835549,High
HKG,2024,2,251683844,92292570,0.3667004148267856,"Hong Kong SAR, China",GDP (current US$),NY.GDP.MKTP.CD,407107000000,Hong Kong,7297821,3367812,3930009,0.12000000000000001,-0.05,6801.3,-3352,1.24,7.6,84,2.5,8.1,1.6,55784.733552659076,34.48753319655278,6.182252921222185e-4,11.60970856991867,6.863193206840957,8.400855338365828,4.746515363077713,High
OTHER,2004,1,32396890,0,0,Croatia,GDP (current US$),NY.GDP.MKTP.CD,41836292157,Croatia,4441435,2134350,2307085,0.05,-0.21000000000000002,79.3,-9449,1.32,9.1,75.3,6.1,11.2,2.6,9419.543944018093,7.294239361827878,7.743728788971895e-4,10.621553187161542,6.647523310630979,7.5105033212971675,3.9740298765305635,High
HUN,2006,1,250425512,75030163,0.2996107002069342,Hungary,GDP (current US$),NY.GDP.MKTP.CD,115604000000,Hungary,10045849,4786437,5259412,-0.1,-0.32,112.1,-31752,1.37,9.9,73.2,5.8,13.1,2.2,11507.63862765606,24.928257631584945,0.0021662357011868103,11.062972861315249,7.00198664595576,8.39867857037079,4.060986215359488,High
HUN,2008,1,521311860,223808164,0.4293172305728859,Hungary,GDP (current US$),NY.GDP.MKTP.CD,158228000000,Hungary,10027594,4778132,5249462,0,-0.31,111.9,-30870,1.3900000000000001,9.9,73.9,5.6,13,3.1,15779.258713505951,51.98773105492703,0.0032946877922997195,11.199283338640118,7.001196741807008,8.717097605368156,4.198086596833109,High
HUN,2010,1,25623521,0,0,Hungary,GDP (current US$),NY.GDP.MKTP.CD,131899000000,Hungary,10000228,4769350,5230878,-0.28,-0.42000000000000004,111.6,-41956,1.26,8.9,74.5,5.2,13,1.4,13189.599277136482,2.5622936797041027,1.9426622643082964e-4,11.120241502929776,7.000009901801307,7.408638807134019,4.120231601128468,Low
HUN,2011,1,96560591,33047633,0.34224762563849676,Hungary,GDP (current US$),NY.GDP.MKTP.CD,141713000000,Hungary,9972181,4757449,5214732,-0.28,-0.43000000000000005,111.3,-42776,1.24,8.6,74.9,5,12.9,1.5,14210.833116647202,9.68299622720446,6.813813199918144e-4,11.151409691950336,6.998790152562165,7.984799915200864,4.152619539388172,High
HUN,2012,2,91018728,16008272,0.1758788806628895,Hungary,GDP (current US$),NY.GDP.MKTP.CD,128470000000,Hungary,9944323,4746769,5197554,-0.28,-0.41000000000000003,111,-40550,1.34,9.2,74.8,5,13.3,1.3,12918.928719431176,9.152833028452514,7.084823538569316e-4,11.108801724122026,6.9975752221138245,7.959130761884052,4.111226502008201,High
HUN,2017,1,100014025,51687870,0.5168062179279356,Hungary,GDP (current US$),NY.GDP.MKTP.CD,143335000000,Hungary,10074518,4906983,5167535,-0.13,-0.44,112.4,-44499,1.49,9.3,75.6,4.8,13.7,3.1,14227.47966701732,9.927425312059594,6.977641539051871e-4,11.1563522507664,7.003224277150841,8.000060905530187,4.153127973615559,High
HUN,2019,1,261119292,62253077,0.23840856998034446,Hungary,GDP (current US$),NY.GDP.MKTP.CD,164937000000,Hungary,10052971,4906408,5146563,-0.08,-0.47000000000000003,112.2,-47364,1.49,9,76,4.7,13.7,3.9,16406.79158429881,25.974340520827127,0.0015831456374251988,11.217318091019555,7.002294429739044,8.41683895952739,4.215023661280511,High
HUN,2022,1,31182637,10433915,0.3346065632614714,Hungary,GDP (current US$),NY.GDP.MKTP.CD,177537000000,Hungary,9920415,4843738,5076677,-0.37,-0.64,110.7,-63082,1.59,9.3,74.7,5,15.6,2.6,17896.12632132829,3.1432794898197303,1.7564021584233147e-4,11.249288876947602,6.996529840343706,7.493912839079997,4.252759036603895,Low
HUN,2024,1,23342264,2005488,0.08591660174865642,Hungary,GDP (current US$),NY.GDP.MKTP.CD,222905000000,Hungary,9855745,4812668,5043077,-0.28,-0.54,110,-52727,1.6,9.1,76,4.7,14.5,2.5,22616.758043151483,2.368391633509187,1.0471844059128329e-4,11.348119810283984,6.993689458362808,7.3681429766032,4.3544303519211764,Low
OTHER,2019,2,42398338,9651611,0.2276412580134627,Indonesia,GDP (current US$),NY.GDP.MKTP.CD,1119100000000,Indonesia,270532675,135400268,135132407,0.8700000000000001,0.9500000000000001,149.3,2570006,2.11,16.2,72.3,21.1,6.7,-0.8,4136.6537332320395,0.15672168990307733,3.788610311857743e-5,12.04886889573993,8.432219726800042,7.627348832734812,3.616649168939888,Low
IND,2000,1,4279351,1070000,0.25003791462770875,India,GDP (current US$),NY.GDP.MKTP.CD,468396000000,India,1049692922,541500092,508192830,1.73,1.75,353.1,18322514,3.27,26,62.8,64.6,8.5,-0.1,446.2219285117748,0.0040767646521293775,9.136181777811936e-6,11.670613177635712,9.02106226879759,6.6313779095527305,2.6495509088381217,Low
IND,2001,3,119633350,67082283,0.5607322958021321,India,GDP (current US$),NY.GDP.MKTP.CD,485440000000,India,1067817484,550917315,516900169,1.6900000000000002,1.71,359.1,18226972,3.19,25.4,63.3,62.6,8.4,-0.2,454.6095257604904,0.11203539162128946,2.464431237640079e-4,11.686135559106637,9.028497027537583,8.077852264117123,2.657638531569053,Low
IND,2003,2,25368473,2663294,0.10498440327882565,India,GDP (current US$),NY.GDP.MKTP.CD,607701000000,India,1103497631,569402427,534095204,1.6,1.6300000000000001,371.1,17948315,3.03,24.3,64.2,58.8,8.1,-0.3,550.704399292,0.02298915039537588,4.17449913691108e-5,11.783689950999488,9.04277140515084,7.404294326597669,2.7409185458486487,Low
IND,2004,1,24716440,6605592,0.26725499303297723,India,GDP (current US$),NY.GDP.MKTP.CD,709153000000,India,1121076540,578489170,542587370,1.56,1.59,377.1,17769011,2.9499999999999997,23.8,64.7,57,7.9,-0.3,632.5643028798016,0.022047058446161043,3.485346603624323e-5,11.850739944473938,9.049635264481575,7.392985917885442,2.8011046799923642,Low
IND,2006,5,115740280,11672665,0.10085222707254553,India,GDP (current US$),NY.GDP.MKTP.CD,940260000000,India,1155507369,596252179,559255190,1.46,1.5,388.6,17344651,2.8,22.7,65.5,53.5,7.7,-0.4,813.7204705269171,0.10016403452291614,1.2309391019505242e-4,11.973247960995499,9.062772719443716,8.063484528678192,2.9104752415517847,Low
IND,2007,9,220614876,24653104,0.11174724228478591,India,GDP (current US$),NY.GDP.MKTP.CD,1216740000000,India,1172223357,604844519,567378838,1.42,1.46,394.3,17098039,2.73,22.2,65.9,51.9,7.6,-0.4,1037.9762463647958,0.1882020816959374,1.8131636668474778e-4,12.085197785601663,9.06901037061594,8.343634793448192,3.0161874149857213,Low
IND,2008,6,168647139,12080738,0.07163322231040041,India,GDP (current US$),NY.GDP.MKTP.CD,1198900000000,India,1188680299,613275721,575404578,1.37,1.42,399.8,16824430,2.66,21.7,66.3,50.3,7.5,-0.4,1008.5975186167361,0.1418776260882574,1.4066822837601134e-4,12.078782960196964,9.075065064837446,8.22697897803603,3.0037178953595167,Low
IND,2009,2,81057821,8962957,0.11057485742183965,India,GDP (current US$),NY.GDP.MKTP.CD,1341890000000,India,1204850597,621546038,583304559,1.33,1.37,405.2,16522028,2.59,21.2,66.7,48.7,7.4,-0.4,1113.7397477672496,0.06727624254976404,6.0405712092645444e-5,12.12771691646561,9.080933197183736,7.908794924838742,3.046783719281875,Low
IND,2010,5,233340163,106368792,0.4558529086139363,India,GDP (current US$),NY.GDP.MKTP.CD,1675620000000,India,1220718718,629651032,591067686,1.29,1.33,410.6,16245169,2.51,20.6,67.2,46.5,7.3,-0.4,1372.6503700584692,0.19114981982278412,1.3925601449015887e-4,12.224175535407134,9.086615603917412,8.367989496908047,3.1375599314897222,Low
IND,2011,10,1184843852,514006315,0.4338177677441331,India,GDP (current US$),NY.GDP.MKTP.CD,1823050000000,India,1236352295,637617061,598735234,1.26,1.29,415.8,15930829,2.44,20.1,67.6,44.4,7.2,-0.3,1474.5392614812915,0.9583383771694297,6.499239472312883e-4,12.26079858002432,9.092142239340184,9.073661119389913,3.168656340684135,Low
IND,2012,9,1274421863,402401918,0.315752522522442,India,GDP (current US$),NY.GDP.MKTP.CD,1827640000000,India,1251839015,645491532,606347483,1.23,1.26,421,15790581,2.4099999999999997,19.8,68.1,42.4,7.2,-0.3,1459.964083321049,1.0180397381207997,6.973046458821212e-4,12.261890654521101,9.097548482714297,9.105313213278647,3.1643421718068043,Low
IND,2013,2,141152301,38696061,0.2741440325510528,India,GDP (current US$),NY.GDP.MKTP.CD,1856720000000,India,1267220075,653333077,613886998,1.21,1.24,426.2,15649618,2.3699999999999997,19.4,68.6,40.7,7.1,-0.3,1465.191434881585,0.11138736182032154,7.602239486837003e-5,12.268746415520333,9.102852044290136,8.149687962209878,3.165894371230197,Low
IND,2014,6,526356797,113831035,0.21626211658856948,India,GDP (current US$),NY.GDP.MKTP.CD,2039130000000,India,1282483039,661174982,621308057,1.1900000000000002,1.21,431.3,15474576,2.3299999999999996,19,69.1,39.1,7,-0.2,1589.9859397672706,0.41042008431582855,2.5812812179704087e-4,12.309444914097378,9.108051630222516,8.721280235479568,3.2013932838748618,Low
IND,2015,6,699598755,203563562,0.29097187572896693,India,GDP (current US$),NY.GDP.MKTP.CD,2103590000000,India,1297588343,668994435,628593908,1.1600000000000001,1.1800000000000002,436.4,15268568,2.3,18.7,69.5,37.6,6.9,-0.2,1621.153589540223,0.5391530825427583,3.325737215902338e-4,12.322961097606745,9.113136935361597,8.844849027940556,3.2098241622451478,Low
IND,2016,9,904958054,187445577,0.20713178491696146,India,GDP (current US$),NY.GDP.MKTP.CD,2294800000000,India,1312486077,676720788,635765289,1.1300000000000001,1.1500000000000001,441.4,15034634,2.2600000000000002,18.3,70,36.1,6.9,-0.2,1748.4375950450558,0.6894991648738077,3.9435160101098136e-4,12.360744841210403,9.118094705057695,8.95662844954938,3.2426501361527085,Low
IND,2017,10,1224005251,150342943,0.12282867485835647,India,GDP (current US$),NY.GDP.MKTP.CD,2651470000000,India,1327127431,684298549,642828882,1.09,1.11,446.4,14763508,2.21,17.8,70.6,34.1,6.7,-0.2,1997.9015865884849,0.9222967006851055,4.6163269846537957e-4,12.423486717666853,9.122912625896113,9.087783280943066,3.300574091770739,Low
IND,2018,12,557902284,103522145,0.18555605160419095,India,GDP (current US$),NY.GDP.MKTP.CD,2702930000000,India,1341470939,691703145,649767794,1.06,1.08,451.2,14450605,2.15,17.3,71.2,32.3,6.6,-0.2,2014.9001528239592,0.41588846077864977,2.0640648629450262e-4,12.431834798563179,9.12758126875701,8.746558139375177,3.3042535298061675,Low
IND,2019,9,704390586,213477387,0.3030667803388275,India,GDP (current US$),NY.GDP.MKTP.CD,2835610000000,India,1355597153,698981035,656616118,1.04,1.06,455.9,14333199,2.13,17.1,71.5,31.5,6.6,-0.2,2091.7792529474277,0.5196164542254685,2.484088383099227e-4,12.452646499256083,9.132130648069081,8.847813543099367,3.320515851187002,Low
IND,2020,15,263232032,29471783,0.1119612335021598,India,GDP (current US$),NY.GDP.MKTP.CD,2674850000000,India,1369541070,706145534,663395536,1.01,0.97,460.6,13287621,2.13,17.1,70.5,30.6,7.4,0.4,1953.0995152996763,0.1922045550631059,9.841001626259416e-5,12.427299432712827,9.136575060472365,8.4203387362884,3.29072437224046,Low
IND,2021,3,31084239,1320000,0.04246525063714766,India,GDP (current US$),NY.GDP.MKTP.CD,3167270000000,India,1380721926,711749854,668972072,0.62,0.6,464.4,8259654,2.13,17.1,66.8,30.3,11.1,0.2,2293.9231574135224,0.022513033518669567,9.81420560924708e-6,12.500685087215286,9.140106221544647,7.492540239497441,3.3605788656706395,Low
IND,2022,21,565471301,56109069,0.09922531683000478,India,GDP (current US$),NY.GDP.MKTP.CD,3346110000000,India,1389637446,716097602,673539844,0.6699999999999999,0.65,467.4,9070692,2.1,16.8,67.2,30.3,10.3,0.2,2407.9014347458797,0.40692002264884275,1.689936376867467e-4,12.524540213855236,9.14290150835503,8.752410568353225,3.381638705500206,Low
IND,2023,7,294885250,83082372,0.2817447532557156,India,GDP (current US$),NY.GDP.MKTP.CD,3638490000000,India,1399179585,720818191,678361394,0.7,0.69,470.6,9630822,2.07,16.5,67.7,30.4,9.7,0.1,2600.445317389333,0.2107558266010578,8.104605207105145e-5,12.560921185647251,9.145873459859322,8.469653049921028,3.415047725787929,Low
IND,2024,5,74833353,40548365,0.5418488330998612,India,GDP (current US$),NY.GDP.MKTP.CD,3912690000000,India,1409128296,725784825,683343471,0.72,0.71,473.9,10001766,2.03,16.2,68.2,30.4,9.1,0.1,2776.6740694276714,0.053106131792558936,1.9125806797880742e-5,12.592475440381481,9.148950535840585,7.874095204754963,3.4435249045408955,Low
IRL,2000,1,7075068,6201143,0.8764782190079304,Ireland,GDP (current US$),NY.GDP.MKTP.CD,100208000000,Ireland,3822196,1898421,1923775,1.27,0.61,55.5,23398,1.86,14.3,76.5,6.2,8.2,6.5,26217.389165809393,1.851047931607903,7.060382404598435e-5,11.000902394357233,6.582312953659842,6.849730618314045,4.418589440697391,Low
IRL,2001,4,412509854,137238838,0.3326922658191821,Ireland,GDP (current US$),NY.GDP.MKTP.CD,109347000000,Ireland,3872700,1923822,1948878,1.36,0.71,56.2,27642,1.93,14.9,77.1,5.9,7.8,6.5,28235.339685490744,106.5173790895241,0.0037724844211546728,11.038806872409612,6.58801385552188,8.61543432739918,4.450793016887731,High
IRL,2002,3,173918343,97603033,0.5612003387129787,Ireland,GDP (current US$),NY.GDP.MKTP.CD,128596000000,Ireland,3933126,1955326,1977800,1.74,0.7799999999999999,57.1,30820,1.98,15.4,77.6,5.1,7.6,9.5,32695.621752265248,44.21885873984205,0.001352439757068649,11.109227459996097,6.5947378595112465,8.240345389038765,4.51448960048485,High
IRL,2003,2,34822571,17111160,0.49138129404632414,Ireland,GDP (current US$),NY.GDP.MKTP.CD,164671000000,Ireland,4002170,1992403,2009767,1.75,0.81,58.1,32455,1.97,15.4,78.1,5.3,7.3,9.4,41145.4286049818,8.700922499543998,2.1146753830364787e-4,11.216617122855764,6.602295532199709,7.541860832545038,4.614321590656055,High
IRL,2004,4,568262437,139034983,0.24466685451531966,Ireland,GDP (current US$),NY.GDP.MKTP.CD,194372000000,Ireland,4091162,2040741,2050421,2.64,0.81,59.4,33307,1.92,15.2,78.4,4.6,7,18.3,47510.21836827777,138.90000860391254,0.0029235817761817545,11.288633703381844,6.611846676837189,8.7545489494764,4.676787026544655,High
IRL,2006,2,50947871,16570722,0.32524856632380184,Ireland,GDP (current US$),NY.GDP.MKTP.CD,232181000000,Ireland,4309027,2159970,2149057,2.59,0.8600000000000001,62.6,36936,1.9,15.2,79.2,3.7,6.6,17.4,53882.465809566755,11.823520948000558,2.1943169768413436e-4,11.365826677363055,6.6343792153495125,7.70712604050593,4.731447462013541,High
IRL,2007,2,69380456,37989221,0.5475493127344104,Ireland,GDP (current US$),NY.GDP.MKTP.CD,270079000000,Ireland,4419987,2218195,2201792,2.4899999999999998,0.96,64.2,42570,1.98,16,79.6,3.2,6.4,15.3,61104.025871569305,15.696981914200201,2.5688948789058015e-4,11.431490816920954,6.645420992010502,7.8412371498968305,4.786069824910451,High
IRL,2008,2,44529559,0,0,Ireland,GDP (current US$),NY.GDP.MKTP.CD,275447000000,Ireland,4517709,2264106,2253603,1.8900000000000001,1.04,65.6,46873,2.05,16.6,79.8,4,6.2,8.5,60970.505183047426,9.856668280316416,1.6166289340599098e-4,11.440038046665627,6.654918253196915,7.648648394102368,4.785119793468712,High
IRL,2010,1,32686500,25918920,0.7929548896333348,Ireland,GDP (current US$),NY.GDP.MKTP.CD,221986000000,Ireland,4610336,2299706,2310630,0.47000000000000003,1.02,66.9,47213,2.02,16.3,80.6,3.6,6.1,-5.6,48149.6359484428,7.089830329069291,1.4724577225590804e-4,11.346325585646719,6.663732577803613,7.514368419752453,4.6825930078431055,High
IRL,2012,1,23785681,0,0,Ireland,GDP (current US$),NY.GDP.MKTP.CD,227271000000,Ireland,4651890,2314097,2337793,0.47000000000000003,0.91,67.5,42488,1.96,15.4,80.8,3.3,6.3,-4.4,48855.6264228088,5.113121978378681,1.0465779179921767e-4,11.356544022863208,6.6676294367189595,7.37631559007622,4.688914586144248,Low
IRL,2014,1,31116264,0,0,Ireland,GDP (current US$),NY.GDP.MKTP.CD,266787000000,Ireland,4711554,2340647,2370907,0.8600000000000001,0.81,68.4,38043,1.87,14.3,81.4,3.3,6.2,0.5,56623.9928482195,6.604246497015635,1.166333591966625e-4,11.42616466345359,6.673164173012847,7.492987447521207,4.753000490440745,High
IRL,2015,2,97477899,53000397,0.543717063495593,Ireland,GDP (current US$),NY.GDP.MKTP.CD,302391000000,Ireland,4756303,2362514,2393789,1.03,0.74,69,35409,1.83,13.8,81.6,3.4,6.3,2.9,63576.89995780336,20.494467867164897,3.2235714356578074e-4,11.480568861205814,6.677269513532108,7.988906160002431,4.803299347673705,High
IRL,2016,1,30734502,17062499,0.5551578157993254,Ireland,GDP (current US$),NY.GDP.MKTP.CD,305733000000,Ireland,4808974,2389352,2419622,1.1700000000000002,0.69,69.8,33174,1.79,13.3,81.7,3,6.4,4.8,63575.515276231476,6.391072607171509,1.0052726398524203e-4,11.485342317837674,6.682052429041565,7.487626180515142,4.803289888796108,High
IRL,2018,1,95918706,34366783,0.35829072798375744,Ireland,GDP (current US$),NY.GDP.MKTP.CD,395461000000,Ireland,4919892,2446124,2473768,1.5,0.61,71.4,29882,1.73,12.4,82.2,2.8,6.3,8.9,80380.01647190629,19.496099914388363,2.4254909080794314e-4,11.597103660223212,6.69195556936922,7.981903311241227,4.9051480908539915,High
IRL,2019,1,18653107,10532219,0.56463617562479,Ireland,GDP (current US$),NY.GDP.MKTP.CD,407125000000,Ireland,4982689,2478159,2504530,1.04,0.56,72.3,28110,1.6900000000000002,11.9,82.5,2.8,6.3,4.7,81707.88905348096,3.7435824310929298,4.5816658274485726e-5,11.60972777157293,6.697463781050463,7.2707511814835755,4.912263990522466,Low
IRL,2020,2,33189433,15347654,0.46242591730928334,Ireland,GDP (current US$),NY.GDP.MKTP.CD,436556000000,Ireland,5030214,2501905,2528309,0.8600000000000001,0.5,73,25047,1.6500000000000001,11.3,82.8,2.6,6.3,3.6,86786.76493683967,6.5980161082610005,7.602560267182217e-5,11.640039961514768,6.701586461605062,7.52099983309331,4.938453499909705,High
IRL,2021,1,18887953,17173321,0.909220866866833,Ireland,GDP (current US$),NY.GDP.MKTP.CD,531307000000,Ireland,5070166,2521467,2548699,0.72,0.5,73.6,25388,1.72,11.5,82.6,3.1,6.5,2.2,104790.84905701313,3.725312544007435,3.554997957866168e-5,11.725345537801976,6.705022178604303,7.276184893391613,5.020323359197674,Low
IRL,2023,2,264658509,101786279,0.3845947722769042,Ireland,GDP (current US$),NY.GDP.MKTP.CD,551395000000,Ireland,5180761,2567847,2612914,1.09,0.42000000000000004,75.2,21493,1.72,11.3,82.2,3.2,7.1,6.8,106431.2752508753,51.08487131523728,4.799798855629812e-4,11.74146282364452,6.7143935577811735,8.422685861495019,5.0270692658633465,High
IRL,2024,5,66024923,22701134,0.34382673948745085,Ireland,GDP (current US$),NY.GDP.MKTP.CD,577389000000,Ireland,5233461,2590542,2642919,0.93,0.37,76,19444,1.72,11.1,82,3.3,7.4,5.6,110326.41687785578,12.615919560688424,1.1435085012010967e-4,11.761468505757367,6.7187889921327395,7.819707903393621,5.042679513624628,High
IRN,2000,1,2724595,1817216,0.6669673841433313,"Iran, Islamic Rep.",GDP (current US$),NY.GDP.MKTP.CD,109592000000,Iran,66482211,33804297,32677914,1.09,1.28,43.4,848569,2.17,18.4,68.1,48.4,5.7,-1.9,1648.440964155058,0.040982316307139666,2.4861258121030732e-5,11.039778852664202,7.8227054543550585,6.435301955296281,3.2170733983091426,Low
